report_id,site,narrative
OIL-2026-03528,Drilling Rig Delta,"While performing Minor maintenance issues, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-03529,Maintenance Yard,"Vehicle struck a pedestrian crossing the yard during Routine inspections. Severe trauma sustained, medevac initiated."
OIL-2026-03530,Maintenance Yard,Found some fluid on the deck near Housekeeping. Not sure if water or oil.
OIL-2026-03531,Drilling Rig Delta,Scaffold tag was red but workers were seen preparing for Chemical Exposure on it. Intervened before access.
OIL-2026-03532,Pipeline Sector 4,Found some fluid on the deck near Gas Releases. Not sure if water or oil.
OIL-2026-03533,Maintenance Yard,"Loud bang heard near Chemical Exposure unit, but no damage found and no one saw anything. The shift was almost over."
OIL-2026-03534,Drilling Rig Delta,Arc flash occurred during Hot Work in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03535,Maintenance Yard,Worker fell 5 meters during Energy Isolation / LOTO because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03536,Pipeline Sector 4,Trench collapsed during Confined Space excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-03537,Terminal Operations,"Crane slewed unexpectedly during Fire, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-03538,Drilling Rig Delta,"Catastrophic failure of lifting gear during Electrical Hazards. 5-ton load dropped 10 meters, striking teh deck less than 2 meters from teh rigging crew."
OIL-2026-03539,Terminal Operations,Found some fluid on the deck near Working at Height. Not sure if water or oil.
OIL-2026-03540,Terminal Operations,Received report of incident during Overpressure. Could not verify details. Lunch had just finished.
OIL-2026-03541,Refinery Unit B,"During routine Dropped Objects inspection, noticed minor debris which ws cleared immediately."
OIL-2026-03542,Terminal Operations,"Catastrophic failure of lifting gear during Excavation. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03543,Offshore Platform Alpha,"During routine Lifting Operations inspection, noticed minor debris which was cleared immediately."
OIL-2026-03544,Offshore Platform Alpha,The gauge looked weird during Simultaneous Operations. We left it alone.
OIL-2026-03545,Maintenance Yard,Contractor found entering restricted Dropped Objects area without a valid permit. Escorted out and work stopped.
OIL-2026-03546,Drilling Rig Delta,Worker bypassed machine guard during Energy Isolation / LOTO to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03547,Maintenance Yard,Major hydrocarbon gas release during Lifting Operations. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-03548,Maintenance Yard,Worker bypassed machine guard during PPE observations to clear a jam. Equipment was still energized. Intervened and applied LOTO. The shift was almost over.
OIL-2026-03549,Terminal Operations,Minor oil weepage noticed on valve body during Dropped Objects. Cleaned and tightened.
OIL-2026-03550,Offshore Platform Alpha,Major hydrocarbon gas release during Dropped Objects. Cloud drifted towards hot work area. Emergency shutdown activated immediately. The supervisor was not present.
OIL-2026-03551,Pipeline Sector 4,Received report of incident during Routine inspections. Could not verify details. Radio comms were a bit staticky.
OIL-2026-03552,Pipeline Sector 4,"Loud bang heard near Process Upsets unit, but no damage found and no one saw anything. It was raining heavily at the time."
OIL-2026-03553,Offshore Platform Alpha,"During routine Dropped Objects inspection, noticed minor debris which was cleared immediately."
OIL-2026-03554,Pipeline Sector 4,Contractor dropped something during Gas Releases. Didn't see what it was.
OIL-2026-03555,Offshore Platform Alpha,Scaffold tag was red but workers were seen preparing for Confined Space on it. Intervened before access. (Note: Please fix the AC in the control room it is too hot).
OIL-2026-03556,Pipeline Sector 4,Completed daily Simultaneous Operations checks. All parameters normal.
OIL-2026-03557,Pipeline Sector 4,Contractor dropped something during Gas Releases. Didn't see what it was.
OIL-2026-03558,Refinery Unit B,Received report of incident during Electrical Hazards. Could not verify details. It was raining heavily at the time.
OIL-2026-03559,Offshore Platform Alpha,"Loud bang heard near Hot Work unit, but no damage found and no one saw anything."
OIL-2026-03560,Refinery Unit B,"Hydraulic hose burst during Simultaneous Operations, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-03561,Terminal Operations,Someone said the pressure was high during Chemical Exposure. Need to investigate further.
OIL-2026-03562,Offshore Platform Alpha,Worker bypassed machine guard during Hot Work to clear a jam. Equipment was still energized. Intervened and applied LOTO. Lunch had just finished.
OIL-2026-03563,Offshore Platform Alpha,Slight trip hazard identified at Working at Height location due to uneven grating. Marked with high-viz tape.
OIL-2026-03564,Refinery Unit B,Worker fell 5 meters during Lifting Operations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03565,Terminal Operations,Received report of incident during Lifting Operations. Could not verify details.
OIL-2026-03566,Drilling Rig Delta,Someone said the pressure was high during Minor maintenance issues. Need to investigate further.
OIL-2026-03567,Pipeline Sector 4,Trench collapsed during Working at Height excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-03568,Drilling Rig Delta,Worker fell 5 meters during Simultaneous Operations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03569,Offshore Platform Alpha,Someone said the pressure was high during Fire. Need to investigate further. Lunch had just finished.
OIL-2026-03570,Drilling Rig Delta,Contractor found entering restricted Routine inspections area without a valid permit. Escorted out and work stopped.
OIL-2026-03571,Terminal Operations,Contractor dropped something during Fire. Didn't see what it was.
OIL-2026-03572,Maintenance Yard,"Loud bang heard near Energy Isolation / LOTO unit, but no damage found and no one saw anything. The contractor was late to the shift."
OIL-2026-03573,Pipeline Sector 4,"During Confined Space, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-03574,Pipeline Sector 4,"Vehicle struck a pedestrian crossing the yard during Hydrocarbon Leaks. Severe trauma sustained, medevac initiated."
OIL-2026-03575,Maintenance Yard,Fire extinguisher tag missing in the PPE observations zone. Replaced by safety officer.
OIL-2026-03576,Offshore Platform Alpha,"Crane slewed unexpectedly during Lifting Operations, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-03577,Drilling Rig Delta,Contractor found entering restricted Chemical Exposure area without a valid permit. Escorted out and work stopped.
OIL-2026-03578,Offshore Platform Alpha,Received report of incident during PPE observations. Could not verify details.
OIL-2026-03579,Offshore Platform Alpha,Completed daily Routine inspections checks. All parameters normal. The shift was almost over.
OIL-2026-03580,Drilling Rig Delta,Walkway obstructed by empty pallets near Housekeeping area. Removed by housekeeping.
OIL-2026-03581,Maintenance Yard,Contractor dropped something during Vehicle Movement. Didn't see what it was.
OIL-2026-03582,Maintenance Yard,Routine Overpressure completed without any safety incidents.
OIL-2026-03583,Terminal Operations,Found some fluid on the deck near Excavation. Not sure if water or oil.
OIL-2026-03584,Drilling Rig Delta,"During routine Lifting Operations inspection, noticed minor debris which was cleared immediately. Lunch had just finished."
OIL-2026-03585,Refinery Unit B,"During routine Lifting Operations inspection, noticed minor debris which was cleared immediately."
OIL-2026-03586,Refinery Unit B,"Catastrophic failure of lifting gear during Working at Height. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew. (Note: Please fix the AC in the control room it is too hot)."
OIL-2026-03587,Offshore Platform Alpha,Arc flash occurred during Process Upsets in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03588,Offshore Platform Alpha,Found some fluid on the deck near Housekeeping. Not sure if water or oil.
OIL-2026-03589,Offshore Platform Alpha,"Worker reported feeling unwell after Hot Work. Might be related, might be food poisoning."
OIL-2026-03590,Pipeline Sector 4,Walkway obstructed by empty pallets near Lifting Operations area. Removed by housekeeping. I didn't have my glasses on but I saw it happen.
OIL-2026-03591,Pipeline Sector 4,Worker bypassed machine guard during Minor maintenance issues to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03592,Offshore Platform Alpha,Someone said the pressure was high during Gas Releases. Need to investigate further.
OIL-2026-03593,Refinery Unit B,Arc flash occurred during PPE observations in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03594,Maintenance Yard,Found some fluid on the deck near Working at Height. Not sure if water or oil.
OIL-2026-03595,Drilling Rig Delta,Walkway obstructed by empty pallets near Excavation area. Removed by housekeeping.
OIL-2026-03596,Offshore Platform Alpha,"Catastrophic failure of lifting gear during Electrical Hazards. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03597,Terminal Operations,Contractor reminded to use three points of contact on stairs near Routine inspections unit.
OIL-2026-03598,Terminal Operations,Contractor found entering restricted Minor maintenance issues area without a valid permit. Escorted out and work stopped. It was raining heavily at the time.
OIL-2026-03599,Refinery Unit B,"Catastrophic failure of lifting gear during Working at Height. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03600,Maintenance Yard,"During routine Overpressure inspection, noticed minor debris which was cleared immediately."
OIL-2026-03601,Pipeline Sector 4,Contractor found entering restricted Chemical Exposure area without a valid permit. Escorted out and work stopped.
OIL-2026-03602,Drilling Rig Delta,"During routine Lifting Operations inspection, noticed minor debris which was cleared immediately. (Note: Please fix the AC in the control room it is too hot)."
OIL-2026-03603,Refinery Unit B,"Hydraulic hose burst during Lifting Operations, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-03604,Offshore Platform Alpha,Worker bypassed machine guard during Housekeeping to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03605,Offshore Platform Alpha,"Loud bang heard near Process Upsets unit, but no damage found and no one saw anything. We had a safety meeting about this just yesterday."
OIL-2026-03606,Terminal Operations,Minor oil weepage noticed on valve body during Gas Releases. Cleaned and tightened.
OIL-2026-03607,Refinery Unit B,Small localized smoldering fire observed during Vehicle Movement hot work. Extinguished immediately with local fire watch.
OIL-2026-03608,Offshore Platform Alpha,"During routine Electrical Hazards inspection, noticed minor debris which was cleared immediately. The contractor was late to the shift."
OIL-2026-03609,Maintenance Yard,Worker fell 5 meters during PPE observations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03610,Terminal Operations,Received report of incident during Overpressure. Could not verify details.
OIL-2026-03611,Offshore Platform Alpha,Routine Working at Height completed without any safety incidents.
OIL-2026-03612,Terminal Operations,Arc flash occurred during Energy Isolation / LOTO in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03613,Refinery Unit B,"During routine Working at Height inspection, noticed minor debris which was cleared immediately. (Note: Please fix the AC in the control room it is too hot)."
OIL-2026-03614,Refinery Unit B,Worker observed not wearing full PPE during Working at Height in the safe zone. Reminded and complied.
OIL-2026-03615,Pipeline Sector 4,Found some fluid on the deck near Lifting Operations. Not sure if water or oil.
OIL-2026-03616,Drilling Rig Delta,"Loud bang heard near Confined Space unit, but no damage found and no one saw anything. Radio comms were a bit staticky."
OIL-2026-03617,Drilling Rig Delta,Fire extinguisher tag missing in the Simultaneous Operations zone. Replaced by safety officer.
OIL-2026-03618,Terminal Operations,Major hydrocarbon gas release during Chemical Exposure. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-03619,Drilling Rig Delta,Worker bypassed machine guard during Lifting Operations to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03620,Offshore Platform Alpha,Worker observed not wearing full PPE during Working at Height in the safe zone. Reminded and complied.
OIL-2026-03621,Refinery Unit B,Routine Vehicle Movement completed without any safety incidents.
OIL-2026-03622,Refinery Unit B,Worker observed not wearing full PPE during Overpressure in the safe zone. Reminded and complied.
OIL-2026-03623,Drilling Rig Delta,Contractor dropped something during Gas Releases. Didn't see what it was. Lunch had just finished.
OIL-2026-03624,Pipeline Sector 4,Arc flash occurred during Process Upsets in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03625,Refinery Unit B,Scaffold tag was red but workers were seen preparing for Process Upsets on it. Intervened before access.
OIL-2026-03626,Pipeline Sector 4,"Catastrophic failure of lifting gear during Chemical Exposure. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03627,Terminal Operations,Trench collapsed during Overpressure excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-03628,Refinery Unit B,Arc flash occurred during Hydrocarbon Leaks in teh main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03629,Offshore Platform Alpha,Scaffold tag was red but workers were seen preparing for Vehicle Movement on it. Intervened before access. The shift was almost over.
OIL-2026-03630,Refinery Unit B,Trench collapsed during Hydrocarbon Leaks excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-03631,Offshore Platform Alpha,Contractor dropped something during Gas Releases. Didn't see what it was.
OIL-2026-03632,Refinery Unit B,Fire extinguisher tag missing in the Overpressure zone. Replaced by safety officer.
OIL-2026-03633,Terminal Operations,Contractor dropped something during Overpressure. Didn't see what it was.
OIL-2026-03634,Pipeline Sector 4,Found some fluid on teh deck near Chemical Exposure. Not sure if water or oil.
OIL-2026-03635,Offshore Platform Alpha,Contractor found entering restricted Chemical Exposure area without a valid permit. Escorted out and work stopped.
OIL-2026-03636,Offshore Platform Alpha,"Worker reported feeling unwell after Routine inspections. Might be related, might be food poisoning."
OIL-2026-03637,Refinery Unit B,"Crane slewed unexpectedly during Electrical Hazards, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed. The shift was almost over."
OIL-2026-03638,Refinery Unit B,Routine Minor maintenance issues completed without any safety incidents.
OIL-2026-03639,Offshore Platform Alpha,Contractor found entering restricted Housekeeping area without a valid permit. Escorted out and work stopped.
OIL-2026-03640,Offshore Platform Alpha,Major hydrocarbon gas release during Process Upsets. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-03641,Drilling Rig Delta,Worker fell 5 meters during Energy Isolation / LOTO because harness lanyard snapped. Rushed to medical bay with suspected fractures. We had a safety meeting about this just yesterday.
OIL-2026-03642,Drilling Rig Delta,"During Confined Space, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-03643,Offshore Platform Alpha,Completed daily Hydrocarbon Leaks checks. All parameters normal.
OIL-2026-03644,Offshore Platform Alpha,Arc flash occurred during Excavation in the main switchgear room. Technician suffered severe electrical burns to face and hands. (Note: Please fix the AC in the control room it is too hot).
OIL-2026-03645,Maintenance Yard,The gauge looked weird during Energy Isolation / LOTO. We left it alone.
OIL-2026-03646,Offshore Platform Alpha,Trench collapsed during Routine inspections excavation. Worker ws partially buried up to teh waist. Rescue team deployed.
OIL-2026-03647,Pipeline Sector 4,"Catastrophic failure of lifting gear during Energy Isolation / LOTO. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03648,Offshore Platform Alpha,"Catastrophic failure of lifting gear during Excavation. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03649,Pipeline Sector 4,Small localized smoldering fire observed during Electrical Hazards hot work. Extinguished immediately with local fire watch. The contractor was late to the shift.
OIL-2026-03650,Offshore Platform Alpha,Major hydrocarbon gas release during Lifting Operations. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-03651,Drilling Rig Delta,"Hydraulic hose burst during Chemical Exposure, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-03652,Drilling Rig Delta,Handrail paint was peeling near the Housekeeping sector. Maintenance request submitted.
OIL-2026-03653,Refinery Unit B,"Worker reported feeling unwell after Vehicle Movement. Might be related, might be food poisoning."
OIL-2026-03654,Drilling Rig Delta,Worker bypassed machine guard during Working at Height to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03655,Pipeline Sector 4,Trench collapsed during Electrical Hazards excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-03656,Offshore Platform Alpha,"Crane slewed unexpectedly during Energy Isolation / LOTO, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-03657,Refinery Unit B,Contractor reminded to use three points of contact on stairs near PPE observations unit. I didn't have my glasses on but I saw it happen.
OIL-2026-03658,Drilling Rig Delta,The gauge looked weird during Vehicle Movement. We left it alone.
OIL-2026-03659,Refinery Unit B,Arc flash occurred during Chemical Exposure in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03660,Offshore Platform Alpha,"During routine Excavation inspection, noticed minor debris which was cleared immediately."
OIL-2026-03661,Drilling Rig Delta,Worker fell 5 meters during Working at Height because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03662,Maintenance Yard,Scaffold tag was red but workers were seen preparing for PPE observations on it. Intervened before access.
OIL-2026-03663,Refinery Unit B,The gauge looked weird during Dropped Objects. We left it alone.
OIL-2026-03664,Refinery Unit B,Worker fell 5 meters during Lifting Operations because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03665,Pipeline Sector 4,Arc flash occurred during Hot Work in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03666,Drilling Rig Delta,Scaffold tag was red but workers were seen preparing for Process Upsets on it. Intervened before access.
OIL-2026-03667,Pipeline Sector 4,Slight trip hazard identified at Process Upsets location due to uneven grating. Marked with high-viz tape.
OIL-2026-03668,Terminal Operations,"Crane slewed unexpectedly during Hot Work, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-03669,Pipeline Sector 4,"Hydraulic hose burst during Lifting Operations, spraying fluid across the deck. Operator was wearing face shield, no injury."
OIL-2026-03670,Refinery Unit B,Arc flash occurred during Lifting Operations in the main switchgear room. Technician suffered severe electrical burns to face and hands. I didn't have my glasses on but I saw it happen.
OIL-2026-03671,Refinery Unit B,Contractor dropped something during Energy Isolation / LOTO. Didn't see what it was.
OIL-2026-03672,Maintenance Yard,Worker observed not wearing full PPE during Vehicle Movement in the safe zone. Reminded and complied.
OIL-2026-03673,Offshore Platform Alpha,Contractor dropped something during PPE observations. Didn't see what it was.
OIL-2026-03674,Offshore Platform Alpha,The gauge looked weird during Hot Work. We left it alone.
OIL-2026-03675,Offshore Platform Alpha,Worker fell 5 meters during Gas Releases because harness lanyard snapped. Rushed to medical bay with suspected fractures. The contractor was late to the shift.
OIL-2026-03676,Pipeline Sector 4,Contractor reminded to use three points of contact on stairs near Fire unit.
OIL-2026-03677,Terminal Operations,"Crane slewed unexpectedly during Excavation, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-03678,Offshore Platform Alpha,Received report of incident during PPE observations. Could not verify details. We had a safety meeting about this just yesterday.
OIL-2026-03679,Refinery Unit B,Arc flash occurred during Chemical Exposure in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03680,Pipeline Sector 4,Fire extinguisher tag missing in the Minor maintenance issues zone. Replaced by safety officer.
OIL-2026-03681,Offshore Platform Alpha,Someone said the pressure was high during Gas Releases. Need to investigate further.
OIL-2026-03682,Offshore Platform Alpha,"Worker reported feeling unwell after Confined Space. Might be related, might be food poisoning."
OIL-2026-03683,Offshore Platform Alpha,Someone said the pressure was high during Minor maintenance issues. Need to investigate further.
OIL-2026-03684,Offshore Platform Alpha,Minor oil weepage noticed on valve body during Chemical Exposure. Cleaned and tightened.
OIL-2026-03685,Terminal Operations,Arc flash occurred during Routine inspections in teh main switchgear room. Technician suffered severe electrical burns to face and hands. The shift ws almost over.
OIL-2026-03686,Terminal Operations,"Vehicle struck a pedestrian crossing the yard during Overpressure. Severe trauma sustained, medevac initiated."
OIL-2026-03687,Offshore Platform Alpha,Slight trip hazard identified at Electrical Hazards location due to uneven grating. Marked with high-viz tape. We had a safety meeting about this just yesterday.
OIL-2026-03688,Terminal Operations,Received report of incident during Vehicle Movement. Could not verify details.
OIL-2026-03689,Refinery Unit B,Slight trip hazard identified at Chemical Exposure location due to uneven grating. Marked with high-viz tape.
OIL-2026-03690,Refinery Unit B,Walkway obstructed by empty pallets near Energy Isolation / LOTO area. Removed by housekeeping. We had a safety meeting about this just yesterday.
OIL-2026-03691,Terminal Operations,Worker bypassed machine guard during Dropped Objects to clear a jam. Equipment ws still energized. Intervened and applied LOTO.
OIL-2026-03692,Refinery Unit B,Worker bypassed machine guard during Gas Releases to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03693,Maintenance Yard,Contractor found entering restricted Gas Releases area without a valid permit. Escorted out and work stopped.
OIL-2026-03694,Offshore Platform Alpha,Slight trip hazard identified at Lifting Operations location due to uneven grating. Marked with high-viz tape. (Note: Please fix the AC in the control room it is too hot).
OIL-2026-03695,Pipeline Sector 4,Routine Overpressure completed without any safety incidents. I didn't have my glasses on but I saw it happen.
OIL-2026-03696,Drilling Rig Delta,Worker bypassed machine guard during Lifting Operations to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03697,Pipeline Sector 4,"Loud bang heard near Gas Releases unit, but no damage found and no one saw anything."
OIL-2026-03698,Maintenance Yard,Handrail paint was peeling near the Lifting Operations sector. Maintenance request submitted.
OIL-2026-03699,Drilling Rig Delta,Slight trip hazard identified at Housekeeping location due to uneven grating. Marked with high-viz tape.
OIL-2026-03700,Offshore Platform Alpha,Small localized smoldering fire observed during Chemical Exposure hot work. Extinguished immediately with local fire watch.
OIL-2026-03701,Offshore Platform Alpha,"Crane slewed unexpectedly during Fire, load swung over the pedestrian walkway. Exclusion zone was active, no personnel exposed."
OIL-2026-03702,Drilling Rig Delta,"During Routine inspections, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-03703,Terminal Operations,Found some fluid on the deck near Gas Releases. Not sure if water or oil.
OIL-2026-03704,Pipeline Sector 4,Worker fell 5 meters during Gas Releases because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03705,Drilling Rig Delta,Contractor reminded to use three points of contact on stairs near Simultaneous Operations unit.
OIL-2026-03706,Drilling Rig Delta,Minor oil weepage noticed on valve body during Chemical Exposure. Cleaned and tightened.
OIL-2026-03707,Pipeline Sector 4,Trench collapsed during Excavation excavation. Worker was partially buried up to the waist. Rescue team deployed.
OIL-2026-03708,Refinery Unit B,The gauge looked weird during Process Upsets. We left it alone.
OIL-2026-03709,Offshore Platform Alpha,"Loud bang heard near Dropped Objects unit, but no damage found and no one saw anything."
OIL-2026-03710,Pipeline Sector 4,Contractor dropped something during Confined Space. Didn't see what it was.
OIL-2026-03711,Terminal Operations,Slight trip hazard identified at Hot Work location due to uneven grating. Marked with high-viz tape. Lunch had just finished.
OIL-2026-03712,Pipeline Sector 4,Someone said the pressure was high during PPE observations. Need to investigate further. Radio comms were a bit staticky.
OIL-2026-03713,Pipeline Sector 4,"While performing Excavation, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss."
OIL-2026-03714,Refinery Unit B,Worker fell 5 meters during Working at Height because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03715,Maintenance Yard,The gauge looked weird during Dropped Objects. We left it alone.
OIL-2026-03716,Refinery Unit B,"Catastrophic failure of lifting gear during Working at Height. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03717,Maintenance Yard,Worker bypassed machine guard during Chemical Exposure to clear a jam. Equipment ws still energized. Intervened and applied LOTO.
OIL-2026-03718,Offshore Platform Alpha,"Worker reported feeling unwell after Confined Space. Might be related, might be food poisoning."
OIL-2026-03719,Offshore Platform Alpha,Arc flash occurred during Confined Space in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03720,Refinery Unit B,"Catastrophic failure of lifting gear during Working at Height. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew."
OIL-2026-03721,Maintenance Yard,Minor oil weepage noticed on valve body during Electrical Hazards. Cleaned and tightened.
OIL-2026-03722,Terminal Operations,Contractor dropped something during Hot Work. Didn't see what it was.
OIL-2026-03723,Refinery Unit B,Worker fell 5 meters during Overpressure because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03724,Terminal Operations,"Vehicle struck a pedestrian crossing the yard during Energy Isolation / LOTO. Severe trauma sustained, medevac initiated."
OIL-2026-03725,Maintenance Yard,Found some fluid on the deck near Fire. Not sure if water or oil.
OIL-2026-03726,Pipeline Sector 4,Walkway obstructed by empty pallets near Routine inspections area. Removed by housekeeping.
OIL-2026-03727,Maintenance Yard,"During Simultaneous Operations, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-03728,Maintenance Yard,"Loud bang heard near Process Upsets unit, but no damage found and no one saw anything."
OIL-2026-03729,Pipeline Sector 4,Worker fell 5 meters during Energy Isolation / LOTO because harness lanyard snapped. Rushed to medical bay with suspected fractures.
OIL-2026-03730,Drilling Rig Delta,Minor oil weepage noticed on valve body during Gas Releases. Cleaned and tightened.
OIL-2026-03731,Drilling Rig Delta,Completed daily Vehicle Movement checks. All parameters normal.
OIL-2026-03732,Maintenance Yard,Worker bypassed machine guard during Working at Height to clear a jam. Equipment was still energized. Intervened and applied LOTO.
OIL-2026-03733,Pipeline Sector 4,Fire extinguisher tag missing in the Working at Height zone. Replaced by safety officer.
OIL-2026-03734,Offshore Platform Alpha,Worker fell 5 meters during Working at Height because harness lanyard snapped. Rushed to medical bay with suspected fractures. It was raining heavily at the time.
OIL-2026-03735,Terminal Operations,"While performing Dropped Objects, a heavy wrench slipped and struck the scaffolding tube near the worker's head. Near miss. The contractor was late to the shift."
OIL-2026-03736,Offshore Platform Alpha,Trench collapsed during Excavation excavation. Worker was partially buried up to the waist. Rescue team deployed. Radio comms were a bit staticky.
OIL-2026-03737,Refinery Unit B,"During Dropped Objects, LEL alarms triggered at 10%. Work stopped and area ventilated."
OIL-2026-03738,Terminal Operations,"Loud bang heard near Dropped Objects unit, but no damage found and no one saw anything."
OIL-2026-03739,Maintenance Yard,Major hydrocarbon gas release during Gas Releases. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-03740,Drilling Rig Delta,Major hydrocarbon gas release during Excavation. Cloud drifted towards hot work area. Emergency shutdown activated immediately.
OIL-2026-03741,Maintenance Yard,Arc flash occurred during Excavation in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03742,Refinery Unit B,Completed daily Vehicle Movement checks. All parameters normal. The supervisor was not present.
OIL-2026-03743,Refinery Unit B,Fire extinguisher tag missing in the Excavation zone. Replaced by safety officer.
OIL-2026-03744,Maintenance Yard,Received report of incident during PPE observations. Could not verify details.
OIL-2026-03745,Offshore Platform Alpha,"Catastrophic failure of lifting gear during Excavation. 5-ton load dropped 10 meters, striking the deck less than 2 meters from the rigging crew. Radio comms were a bit staticky."
OIL-2026-03746,Maintenance Yard,Received report of incident during Minor maintenance issues. Could not verify details.
OIL-2026-03747,Offshore Platform Alpha,Completed daily Routine inspections checks. All parameters normal.
OIL-2026-03748,Maintenance Yard,"Worker reported feeling unwell after Simultaneous Operations. Might be related, might be food poisoning. I didn't have my glasses on but I saw it happen."
OIL-2026-03749,Maintenance Yard,Worker observed not wearing full PPE during Dropped Objects in the safe zone. Reminded and complied.
OIL-2026-03750,Terminal Operations,"Vehicle struck a pedestrian crossing the yard during Chemical Exposure. Severe trauma sustained, medevac initiated. The supervisor was not present."
OIL-2026-03751,Refinery Unit B,"During Hot Work, LEL alarms triggered at 10%. Work stopped and area ventilated. I didn't have my glasses on but I saw it happen."
OIL-2026-03752,Pipeline Sector 4,"Loud bang heard near Fire unit, but no damage found and no one saw anything."
OIL-2026-03753,Maintenance Yard,Arc flash occurred during Chemical Exposure in the main switchgear room. Technician suffered severe electrical burns to face and hands.
OIL-2026-03754,Refinery Unit B,Contractor found entering restricted Process Upsets area without a valid permit. Escorted out and work stopped.
OIL-2026-03755,Maintenance Yard,Small localized smoldering fire observed during Routine inspections hot work. Extinguished immediately with local fire watch. The supervisor ws not present.
OIL-2026-03756,Offshore Platform Alpha,Contractor found entering restricted PPE observations area without a valid permit. Escorted out and work stopped.
OIL-2026-03757,Terminal Operations,Received report of incident during Hot Work. Could not verify details.
OIL-2026-03758,Refinery Unit B,Worker observed not wearing full PPE during Gas Releases in the safe zone. Reminded and complied.
